content,label
"The client was asking about the-- I just checked, it's been deployed successfully!",1
"Have you seen the latest-- yes, I notice you approved it this morning!",1
We need to discuss the budget for-- I see the numbers were finalized yesterday.,1
They were explaining the process but then the workflow seemed to,0
"Our team of 16 developers will be attending the tech summit on May 15th, 2025.",1
Should we consider implementing the-- I mean if we look at how the...,0
"I'm not sure if we should-- looking at the data, it's clearly working well.",1
"yes, if it has a three star rating",0
The team suggested we might want to-- but then again when you think,0
"They wanted us to review the-- ah, you've implemented all the changes!",1
I started working on the March report but something about these numbers...,0
We need to address the issue with-- unless there's another way to,0
"Yes, is either of these hotels located in the north?",1
Can you find a train going to Cambridge that leaves after 19:45?,1
Alexander was saying something about how the system might-- well you know...,0
I need a hospital please! I've been hurt!,1
Okay thank you very much for your help.,1
"Okay, just let me get a reference number when you book it.",1
Would it be possible to-- I see you've already granted the access rights.,1
"The system appears to be-- actually, the performance metrics look perfect now.",1
The dashboard is showing some interesting-- I mean depending on how we,0
Could someone explain why the database is kind of like,0
I thought we could maybe implement the-- unless theres a reason why...,0
"Nothing, I guess. Good bye.",1
"Can someone explain why the-- oh, I found the documentation you shared!",1
"I was wondering if anyone had-- great, you've already updated the wiki!",1
When you get a chance could you look into why the server keeps,0
We might need to consider-- I see the team has already addressed that issue.,1
not sure about that,1
I'm not entirely sure but the way that the code seems to,0
"The database was showing some-- excellent, the maintenance fixed everything!",1
"Do we need to wait for-- no, all the tests passed successfully.",1
We were in the middle of the UTC conversion when suddenly it just...,0
The security team mentioned something about how the authentication might,0
"Have you noticed that the-- oh, you've already optimized the workflow!",1
They wanted to know if we could possibly-- but then the whole thing,0
"Real quickly, what is the travel time?",1
I was just thinking about calling my best friend from middle school but then i,0
Thank you what is the address and what is the pesticide for Bedouln. What fun attractions are near by?,1
Do you remember that time when we all went to the lake and suddenly...,0
Thank you. I also need a taxi two commute between the hotel and restaurant.,1
We were supposed to meet at the-- I see they changed it to the new café downtown.,1
My oldest friend was telling me about how she wanted to maybe...,0
I tried reaching out to the group but something about the way they,0
"I was thinking of calling my old-- oh, Sarah just texted me this morning!",1
Which one is better? This or that?,1
We were planning to have a friendship reunion unless something...,0
Have you noticed how some friendships just kind of when you least,0
Is the system back up? Can you make that booking I asked for.?,1
"Do you remember when we used to-- actually, we're meeting for coffee next week.",1
travelling on Monday and need to,0
"My best friend from college was-- you know what, she's coming to visit in April!",1
"I wanted to tell you about my-- wow, I see you've already met James at the party.",1
"Should we invite the group to-- perfect, I notice you created the event already!",1
"My childhood friend keeps trying to-- ah, she finally reached out on Instagram!",1
"That should do it, thank you.",1
I wanted to tell them about the time we all went to that place where...,0
"I wasn't sure if anyone would-- look, everyone RSVP'd for the reunion!",1
"Do you think we should plan the-- great, the friendship bracelets arrived today!",1
My best friend from elementary school tried to explain why she never,0
"I've been meaning to reconnect with-- oh, she just sent me a friend request!",1
"I was looking for my textbook but-- oh, I see it's in Professor Lee's office.",1
"Should we ask the professor about-- wait, it's explained in the syllabus now.",1
Should we try to reconnect with the old group or maybe we could...,0
Is the restaurant open at--,0
"Please book for me, thanks.",1
I was thinking about how friendships sometimes just sort of,0
I would like to book a taxi to commute between the two places.,1
My friend from the art class was saying something about how we might,0
We were so close back then but now whenever i try to,0
"The group meeting was supposed to-- perfect, 07:30 UTC works for everyone.",1
"I can't seem to find my-- nevermind, my calculator's in my locker.",1
During the class discussion someone mentioned how the theory might,0
I miss how we used to just sit and talk about everything until we,0
searching for hotels in,0
"The final exam schedule was-- actually, they just posted it on the portal?",1
I started writing the essay introduction but then realized that maybe,0
"Yes, please book the TR8431 train. Thank you!",1
"Could someone help me with the-- thanks, I found the solution in chapter four.",1
We need to submit our projects by-- looks like we have until March 15th now.,1
i am planning a trip in cambridge,1
"Do we need to include citations for-- yes, five sources minimum per guidelines?",1
"Have you seen where the-- alright, found the study room on the third floor.",1
The chemistry lab report should-- I see it's already been graded online...,1
Remember when we used to hang out at that place where we would,0
They suggested we should all get together but then everyone kind of...,0
"I thought the presentation was-- ah, Latisha's handling the slides today?",1
"I need to submit my homework by-- oh, I see the deadline's extended to March 15th!",1
"Could you tell me where the-- perfect, I found Room 203 for Professor Chen's class.",1
The friendship bracelet she gave me reminded me of that time when...,0
I thought maybe we could recreate that photo from when we used to,0
"I wanted to organize a-- wonderful, the surprise party is all set for Saturday.",1
"Have you heard from our old-- yes, Maria just updated her contact information!",1
I started writing a message to my childhood friend but i wasnt sure if,0
What are the theatres options?,1
I was just about to start studying when my laptop suddenly,0
The professor mentioned something about extra credit but then...,0
I was reading through the textbook when suddenly the whole,0
Flight AC419 will depart at 3:45 PM from Gate B7,1
"The biology midterm might be-- according to Canvas, it's next Wednesday",1
The library hours might be-- they've extended them for finals week now.,1
"I couldn't remember if we needed-- checked my notes, it's due by midnight.",1
The class discussion was going well until someone mentioned,0
"I'm not sure if we should-- I checked, and we definitely need graphing paper.",1
"Was anyone able to access the-- oh good, the server's back up finally!",1
"Ok, how about an Italian restaurant?",1
"The study guide doesn't mention-- hold on, it's in the appendix section?",1
"Not right now, but could I have the postcode?",1
My classmate tried explaining the homework but something about,0
How about for 10:15?,1
Did someone already submit the-- I can confirm it went through at 07:20.,1
The academic advisor suggested i might want to consider...,0
I started taking notes but then the presentation just kind of,0
We were supposed to meet at the library but then everyone,0
"Can anyone explain how the-- thanks, the TA just posted a video tutorial.",1
"We were supposed to meet in-- right, Room 204 is our new location.",1
I thought maybe we could form a study group but then...,0
The teacher was saying something about the final project and,0
Of course. Can you tell me the address and entrance fee please?,1
Is it more of,0
When i tried accessing the course materials it kept showing,0
I have no preference but can I get a phone number to one of them?,1
I thought our team practice would-- looks like Coach rescheduled for Thursday.,1
The outdoor pool please.,1
The swimming competition might be-- I see it's scheduled for March 12th?,1
We need to confirm if the soccer-- Joseph already booked the field for us.,1
Have you seen where they put the-- found the new tennis rackets in locker 204.,1
I was just about to serve when suddenly the ball,0
"Could someone check if the-- great, the gym equipment's all set up now.",1
The coach was explaining the new strategy but then...,0
We were in the middle of the game when something about,0
The championship match was going to-- turns out we're seeded first this year.,1
"yeah, i need a taxi to get me from the hotel to the restaurant.",1
During training someone mentioned that the team might,0
"Did anyone record the score from-- yeah, we won 3-2 in overtime?",1
"I was trying to sign up for the-- perfect, there's still space in the league.",1
Sounds great. That is a guest house correct? What part of town?,1
I started warming up but then my shoulder kind of...,0
The referee was about to call the play when suddenly,0
think thats all for now,1
Our team captain tried to explain why we should,0
I thought i understood the new formation until,0
The tournament schedule showed that we might need to...,0
"The game stats from last-- hold on, they're displaying on the scoreboard.",1
"The basketball game was supposed to-- oh, they moved it to 07:30 tonight?",1
The volleyball team needs to-- looks like they've already chosen their captain.,1
Should we warm up before the-- Coach posted the routine on the board?,1
"I couldn't find my sports-- nevermind, my gear's in the other locker.",1
The track meet might get-- weather forecast shows clear skies now.,1
Do we need to bring our own-- the equipment's provided by the facility.,1
Need directions too as well as,0
Was anyone able to get the-- team roster's just been updated online?,1
"It might. Can you please tell me the entrance fee, address, and phone number of All Saints Church?",1
We were practicing the new routine when the whole,0
"Can someone explain the new-- got it, rule changes take effect next week.",1
"I thought the playoffs would-- actually, we qualified for semifinals.",1
"We were planning to practice-- right, the field's available after lunch.",1
The team bus was supposed to-- they updated departure to 07:45 UTC.,1
I think we should definitely yeah but go to the beach this weekend since the weather will be perfect,1
My teammate was showing me how to properly,0
The fitness instructor suggested we should try to...,0
the data shows that customer satisfaction well actually increased by thirty percent over the last quarter,1
my grandmother taught me this recipe oh I know that one when I was just learning how to cook,1
the project deadline needs to be hold on a sec extended until next month due to technical issues,1
considering the west one and wondering if they have,0
During the halftime break everyone started talking about,0
we could try the new restaurant I heard its expensive downtown they have amazing reviews online,1
I was about to score when the defender suddenly,0
The league officials were saying something about how,0
"Right, I'll see you",1
the analysis confirms our initial wait let me see hypothesis about user engagement patterns,1
We need to figure out the batting order unless someone,0
The championship match was going well until...,0
children learn better when they not always true have hands on experience with the materials,1
according to the research paper which one exactly vaccinations significantly reduce disease spread,1
the board of directors approved I already heard our proposal for international expansion,1
the marketing team suggested I disagree with launching the campaign before the holiday season,1
our survey indicates that most users but what about prefer the simplified interface design,1
I tried executing the new play but then everyone,0
I'd like to find a place to go in the center of town.,1
I am not sure of the type of food but could you please check again and see if you can find it? Thank you.,1
my experience in software development oh you worked there too spans over fifteen years now,1
um so regarding those changes we discussed during yesterdays call I was wondering if you might be able to explain why the team,0
I would like a moderately priced one on the east side.,1
During the final quarter when we were about to,0
we need to implement the new security protocols right but wait across all our systems by next month,1
if we consider the financial implications of no thats not right and then the quarterly,0
the main reason I wanted to discuss excuse me but because yesterday when,0
lets schedule the meeting for I cant make it sometime next week when the,0
based on the preliminary results those numbers arent correct we might need to,0
I was thinking about what you said [thats not what I meant] regarding the project,0
the client requested that we [wait hold on] before we implement the,0
the environmental impact study shows thats not accurate significant improvements in air quality,1
when I checked the system did you see the error there was something wrong with,0
students who participate in extracurricular activities mine dont tend to perform better academically,1
sustainable development requires we need to consider while ensuring that the,0
our statistical analysis demonstrates let me interrupt clear correlation between these variables,1
if everyone could just I need to say something because the situation requires,0
the solution might be to actually I disagree and then we could try to,0
the gallery's address is on,0
remote work policies increase not in our case employee satisfaction and retention,0
considering colleges in the centre of town and maybe looking at,0
advanced robotics technology enables wait let me explain precise surgical procedures,1
cultural diversity strengthens I have a point organizational innovation and creativity,1
analyzing customer feedback shows those numbers are wrong through the,0
medical research indicates that actually I read when patients undergo,0
the development team proposed that wont work before the next,0
the architectural plans include we should revise space for community gatherings and events,1
considering the economic implications hold on a minute since the financial,0
Nope. That should cover it.,1
our marketing strategy should focus we already tried whenever the target audience,0
renewable energy sources will thats debatable become more cost effective over time,1
the quantum computing research suggests no youre wrong when we consider the,0
implementing artificial intelligence could thats not how it works because the systems,0
blockchain technology might thats not correct because distributed systems,0
cognitive behavioral therapy can let me stop you there when patients experience,0
I need the table booked for monday at 12:15 for 3 people. Thanks. Also could i get the ref #?,1
the conference room should be available ... right after the marketing team finishes their meeting,1
these flowers only bloom in spring ... usually around the beginning of april,1
the space exploration mission wait youre mistaken during the launch sequence,0
I would like to arrive by 15:00 in Cambridge.,1
i remember exactly where i was ... when they announced the lunar landing anniversary special,1
the software update needs to be installed ... before we can access the new features,1
machine learning algorithms could thats not what I meant as the data suggests,0
Getting out of cambridge for awhile going to stansted airport and would like to leave anytime after 12:30 please,1
that restaurant downtown ... serves the most authentic thai food ive ever tasted,1
renewable energy implementation we should discuss before the infrastructure,0
Yes I would also like a taxi to commute between the two places.,1
the documentary about deep sea creatures ... really changed my perspective on ocean conservation,1
democratic processes require let me interject during election cycles when,0
my grandmother taught me how to make this recipe ... when i was just starting high school,1
i think the best way to learn piano is ... actually through daily practice with a metronome,1
cybersecurity protocols should that's not secure whenever systems are,0
she finished writing her novel ... just before the submission deadline,1
the mathematics professor ... explained the concept in a way that finally made sense,1
the construction project should finish ... before the holiday season begins,1
the scientific study concluded ... with groundbreaking results about climate change,1
IS there a high end restaurant that serves british cuisine in the same area?,1
my grandmother always said that true friendship ... requires patience and understanding,1
and the hotel reservation details are,0
virtual reality applications might I disagree completely when users experience,0
the local farmers market opens ... every saturday morning at sunrise,1
social media engagement metrics those figures arent right while user interaction,0
i was thinking about what you said regarding the ... and whether we should,0
the documentary film crew spent ... three years following arctic wildlife,1
about the reference number FVMA8AAO and wondering if it's going to be,0
the new security protocol requires ... two factor authentication for all users,1
i would love that one,1
about the taxi pickup time at the college and maybe,0
the artificial intelligence system learned ... to recognize complex patterns in data,1
considering the museum options and maybe looking at the art section somehow,0
the historical documents revealed ... a completely different version of events,1
"Okay bye! But before I go, what's happening with those scripts that",0
how many people are we expecting for dinner tonight,1
the client mentioned something about ... and i wasnt quite sure if,0
looking at these test results it seems like ...,0
when you consider all the factors involved with ... and how that might affect,0
no actually I was just about to mention something about the way they,0
the research team discovered ... a previously unknown species of butterfly,1
the renewable energy initiative saved ... more than we initially projected,1
the presentation slides need more ... but im not exactly sure what kind of,0
the training program successfully prepared ... fifteen new certified instructors,1
I will travel on Thursday. Anything you need?,1
considering all the recent changes in ... and whether we should even,0
if we could just get the scheduling system to ... but maybe theres another way,0
whenever i try to explain the concept of ... its like the words just,0
and the train code is 2A something right?,1
I would like a swimming pool at the centre of town.,1
the weather forecast shows that next week ... will be perfect for our outdoor event,1
"Great! Send me your address through iMessage, and I'll help.",1
after reviewing all the candidates ... we decided to promote sarah from within,1
the way the new software handles the ... unless im not seeing,0
this painting technique requires ... at least three layers of watercolor,1
the city council finally approved ... the new community garden project,1
my brother spent six months ... learning how to build custom furniture,1
the customer feedback suggests that we might need to ... although im not certain that,0
before we implement the changes we should probably ... especially considering,0
when we discussed the budget last time ... but nobody seemed to,0
considering another hotel in the same pricerange and maybe something like,0
when you think about the long term implications of ... and how that could,0
looking at these analytics it seems like ... but then again maybe,0
our team managed to solve the problem ... by approaching it from a different angle,1
"Try just 1 night, then.",1
the data shows an interesting pattern in ... unless im interpreting,0
naw i'm good thanks,1
the development team mentioned something about ... which makes me wonder,0
the strategic plan needs more focus on ... or at least thats what i,0
the ancient ruins were discovered ... beneath the modern shopping district,1
Ithe recipe calls for letting the dough rest ... exactly twenty four hours,1
during the meeting i wanted to bring up ... but i wasnt sure if,0
the marketing campaign might benefit from ... though im still trying to,0
yeah sure we could probably do that but first we need to,0
Can you help me find order #A897654 from last week?,1
I paid $429.99 for the deluxe gaming package.,1
"Our team reached 1,000 subscribers yesterday!",1
The temperature dropped to -15°C this morning at 6:00 AM.,1
if we look at the historical trends of ... and compare them to,0
Building 342 requires maintenance on the 3rd floor.,1
considering the Huntingdon Marriott Hotel but the location is somewhat,0
the client specifically asked about ... but i wasnt quite clear on,0
"The shipment of 275 units will arrive on March 15th, 2025.",1
the report indicates several areas where ... although we havent fully,0
before making the final decision we should ... because theres always,0
the system architecture seems to be ... unless someone can,0
Serial number XJ2897654 has been verified and approved.,1
The conference room fits exactly 75 people at maximum capacity.,1
Your refund of $89.50 has been processed successfully.,1
Device #45892 reported an error at 14:30 EST.,1
Here's the invoice #45721 from January,1
Room 507 needs,0
"That should work, what is the travel time on that?",1
"Could you check order number 78991, and tell me if its",0
The price is $499...,0
Temperature reading shows 23.5 celcius for today.,1
We currently have 892 active subscribers on our platform.,1
The warranty for product ID 789-XY expires in 30 days.,1
booking a taxi from the hotel to the restaurant sounds like it's going to be,0
Is the museum open,1
when considering all the stakeholders involved ... and how they might,0
goodbye team will send the updates via email,1
please schedule for march twenty...,0
Can you check why patient #4582 missed their...,0
"The new server can handle 10,000 requests per second.",1
Device battery level is at 15% and needs charging immediately.,1
Flight AA4527 is delayed by 45 minutes due to weather.,1
"Your membership ID 78921 expires on April 1st, 2025.",1
No. I just told you that I want the,0
"Ah, wait. I think i need to check the availabillity first, then we can",0
Room 507 is booked from 2:00 PM to 4:30 PM tomorrow.,1
"I just need to figure out where to seat now, but I guess",0
"Please transfer $2,500 to account ending in 4721.",1
The temperature in Lab 3 must remain at exactly 22.5°C.,1
serial number seven eight nine and umm,0
order number four five seven two one and,0
The distance between points A and B is 234.5 kilometers.,1
I also need a taxi to get me there and back.,1
Employee ID 45721 has accessed Level 2 at 07:45 AM.,1
Could you explain the rates for,0
The system detected 347 anomalies during the last scan.,1
I need to take a train to Cambridge after 09:30.,1
"Anything that you recommend, I'm new to the town.",1
Your package weighing 12.4 kg will cost $78.50 to ship.,1
the temperature reading shows negative,0
What are the travel times for those trains?,1
and the cherry Hinton hall hours are,0
"Hello, could you help me with information on a train?",1
"I need a cheap place to stay, what would you recommend?",1
When planning the summer vacation we should consider whether,0
The magazine article mentioned an interesting method for growing,0
The art class I'm taking focuses on different techniques for,0
"That is everything, still ironing out details, so I will call them later, thanks for your help.",1
During the town hall meeting several residents expressed concerns about,0
The local food bank needs volunteers for their Wednesday distribution.,1
The weather forecast for next week's outdoor event shows,0
not sure about Saturday,1
Before starting the renovation we need to consider the,0
Let me see about th--,0
What is the phone number and address?,1
That's all. Thank you very much.,1
I am looking for a swimming pool to visit on the north side of town. Can you help me with that?,1
While organizing my closet I found that vintage dress from...,0
"I am also looking for a restaurant in the centre of town. I'd like it to be moderate price range, please.",1
The hotel should be in the cheap price range and should have a star of 4 with free wifi.,1
"Yes, I also need to book a train for Monday. Can you help me with that?",1
Can you recommend one and give their post code?,1
The travel agent suggested several interesting destinations in,0
I need a train to Cambridge that will arrive by 18:03 and leaving on Friday.,1
no stars would work for me.,1
The spring flower show tickets went on sale this morning at nine,1
Still wondering about potential questions on those campaign metrics but i..,0
looking for a train from Cambridge and trying to figure out the,0
I enjoy Chinese food.,1
I've been trying to perfect this new recipe but the sauce keeps...,0
"Actually, I'm in the mood for Cantonese food. Are there any like that?",1
My grandmother's secret recipe requires special ingredients that...,0
The art museum is featuring a special exhibition on modern sculpture.,1
The cherry blossom festival committee finalized all event locations.,1
Any guesthouse in the cheap range?,1
The city council voted to expand the bike lane network downtown.,1
"Actually one more thin, I need a taxi from the hotel to the restaurant, I want to leave at 09:45.",1
"Around $10, but I'm not sure if I want a clear case or something with a",0
The new coffee shop across from the park serves amazing pastries.,1
While walking through the botanical gardens I noticed some unusual,0
The new farmers market on Oak Street opens every Wednesday morning.,1
My sister's wedding is scheduled for June fifteenth this summer.,1
The local library has extended its weekend hours until eight pm.,1
The neighborhood committee approved the new playground design,1
"Thanks, I will need the reference number.",1
Our community garden produced over fifty pounds of vegetables last season,1
I was thinking about redecorating the living room with some new...,0
The recipe calls for three cups of flour and then you need to..,0
The annual food festival will feature twenty local restaurants this year.,1
We should probably look into why the system occasionally,0
The authentication service sometimes fails to respond when..,0
Our neighborhood watch program has reduced incidents significantly.,1
Bye,1
I've been working on implementing the new feature but there's an issue with,0
The winter farmers market will continue through the end of March.,1
The latest build is showing some unexpected behavior in the,0
The movie was interesting until the part where the main character...,0
I'm trying to get to the police station but somehow it got to,0
Before pushing to production we need to make sure that the security,0
While analyzing the log files I noticed a pattern where the system,0
We should schedule the deployment for after business hours.,1
The center of town would be best.,1
The user feedback indicates that the interface might be too,0
The spring festival committee needs volunteers for next month's event.,1
that is it for today. thanks for helping,1
The local theater group is performing Shakespeare in the park this summer.,1
"Goodbye, but did anyone check why the tests are still...",0
"Yes. I need free parking, and I prefer the southern part of town.",1
Our book club selected 'The Midnight Garden' for next month's discussion.,1
Please see what you can find out about jesus college,1
Great can you book one for 2 people at 16:00 on monday please?,1
I would not mind finding one with free wifi.,1
The downtown renovation project will be completed by August 2025.,1
looking at the Parkside police station location and wondering about the exact,0
"Thank you, what's the post code?",1
Let me check... Uhmm...,0
It could be starting at 1:30 though I'm,0
I need to go from the attraction by 05:00 to the restaurant.,1
If we could implement a caching mechanism for the,0
I would like something in the moderate price range and prefer a guesthouse.,1
We need to archive the old project files from the 2024 releases.,1
All development environments have been updated to the latest version.,1
heading out now bye will finish this tomorrow,1
The performance optimization reduced load times by forty percent.,1
I've updated the documentation with the latest API changes.,1
"Actually I am don't need to book a room just yet but can you provide the phone number, postcode, and address.",1
When I tried to run the test suite it kept failing at,0
Yes could you reserve that for me for 2 nights from Thursday for 3 people. I will need a reference number as well.,1
"Ok, thanks for the...",0
"Let's go with Cambridge Lodge. I'd like to book for 8 at 17:30 on Saturday, please.",1
"Again, thanks for",0
The client approved our proposal for the mobile app redesign.,1
My kids are wanting to swim. What are the options in that area of town?,1
"The solar panels generate approximately 4,500 kilowatts of energy during peak summer hours.",1
Something in the South part of town would be great. Any cuisine is fine.,1
yes. book for 3 people.,1
still considering if there's something else I can help you with today and,0
still wondering about that other question and,0
Please remember to log your hours in the new timesheet system.,1
Before we can proceed with the deployment we need to verify if the,0
The team retrospective meeting has been moved to next Tuesday.,1
The new feature implementation requires additional,0
If we could just figure out why the system keeps,0
"According to the metrics, our platform usage has doubled since January.",1
"It does not matter. I am looking for a place to go in the West, please.",1
The conference room needs to be booked for next Thursday's meeting.,1
going to Yu Garden and then somehow trying to find a,0
"It's Python, but I'm not sure what's causing the",0
I was trying to access the repository but the permissions seem to be,0
"Cheap, it needs free parking also.",1
While reviewing the code changes from yesterday's commit I noticed that..,0
"Yes, but i need to book four more people as well.",1
They've implemented a new recycling program in our office building.,1
When I tried to access the server this morning it kept...,0
The client requested several changes to the interface including,0
that is it for today thank you for asking,1
The conference room needs to be booked for next Thursday's meeting.,1
Maybe 15:15 work work then. Could you try that?,1
During the meeting Sarah brought up an important point about..,0
The weather forecast predicts heavy rain throughout the weekend.,1
We should consider adding more testing phases to our workflow.,1
about the help you provided today and I was wondering if maybe,0
The customer feedback survey revealed some interesting insights.,1
talking about the new feature request wouldnt it make sense if,0
Remember to back up your files before installing the update,1
The quarterly report shows a fifteen percent increase in sales.,1
when you checked the logs didnt something seem,0
about the ticket reference number 8GVKNM9J and the payment process is,0
Thanks now I need a taxi leaving the hotel by 23:30 going to the theatre.,1
They've implemented a new recycling program in our office building.,1
about those server issues from yesterday werent they supposed to,0
the cats been sleeping all day hasnt she,1
if we examine the user feedback isnt it possible that,0
regarding joseph's proposal dont you think we could,0
I need 3 of them.,1
in terms of the deployment schedule isnt there a chance that,0
considering our resources shouldnt we possibly,0
given the current situation dont you suppose we might,0
looking at the test results wouldnt you rather,0
when discussing the new policy dont you wonder whether,0
about that email from corporate wasnt there mention of,0
with respect to the latest updates shouldnt someone,0
Not quite sure,1
concerning the feedback from users havent you noticed how,0
thinking about the new project timeline isnt there a way to,0
You have. Thank you. Goodbye.,1
"choose one, book it for 4 people and 5 nights starting from monday",0
thinking about the new project timeline isnt there a way to,0
that concert was worth every penny wasnt it,1
no but then again if we look at,0
No it's kind of,0
You're welcome.,1
There's a hotel--,0
"I'm a beginner with no experience, but I'm",0
the way the team responded to the changes dont you find it,0
regarding next weeks presentation wouldnt it be better if,0
"Nothing else today, thanks.",1
I will. Goodbye.,1
that meeting ran way longer than expected didnt it,1
if we look at these metrics dont you feel that maybe,0
need the taxi details,1
looking for a guesthouse with free wifi and somehow that's gonna be,0
bout those quarterly reports dont you think we should,0
youre going to wear the blue dress to the party arent you,1
when you mentioned the client meeting wasnt there something,0
they must have forgotten about the meeting didnt they,1
the system backup completed successfully didnt it,1
he couldnt have driven all that way by himself could he,1
about that email from marketing isnt it kind of,0
I would like the post code for the old school,0
these new headphones sound amazing right,1
you know what happened at work yesterday did you hear,0
the way they handled the situation wasnt it just,0
speaking of the new restaurant downtown have you tried,0
when you mentioned the budget cuts werent they supposed to,0
"Well, the reason I came here is because",0
if we consider the previous results dont you think we should,0
I am looking for a centrally located upscale restaurant.,1
"You've tried that new sushi place downtown, haven't you?",1
I would be at Times Square on,0
"The holiday party venue looks absolutely stunning, doesn't it?",1
That is unfortunate. I can cut my stay down to a single night if that helps.,1
"I'd like to stay close to the center area, but the hotel should be 3 star.",1
"The new project management software is more user-friendly, don't you think?",1
"We should have ordered more supplies last week, shouldn't we?",1
"Even though it was r raining, I still I still managed to finish my morning run.",1
Gallery at Twelve has a phone number that,0
"They're planning to renovate the entire office space, aren't they?",1
"The client feedback was quite positive this time around, wasn't it?",1
"That presentation template looks much cleaner now, wouldn't you agree?",1
"We might need to reconsider the timeline, mightn't we, given that",0
"I don't need a taxi, thanks for asking",1
"You'll need your security badge to access the new wing, won't you?",1
"The team's performance has improved significantly since January, hasn't it?",1
"The client's been asking for updates, hasn't she, and I thought",0
oh I totally hate it when people just randomly show up and start asking for things without any,0
"The traffic gets worse every year during tourist season, doesn't it?",1
"Yes, everything has been great so far.",1
"The marketing team suggested a new approach, didn't they, where",0
"You must have noticed the changes in the schedule, haven't you, since",0
And that car over there should be moved to,0
I'm looking for a 4-star guesthouse that has,0
"The budget limitations are quite strict this year, aren't they, but...",0
"We could implement that feature sooner, couldn't we, if we...",0
"Those quarterly reports look much better than expected, wouldn't you say?",1
"You've seen the latest sales figures, haven't you, because I wanted to...",0
"The conference room needs to be booked in advance now, right?",1
"You remember what happened at the party, right, when...",0
"They moved the deadline to next Friday, didn't they?",1
gonna head out bye just need to know if,0
"This new software is much easier to use, wouldn't you agree?",1
glad we covered all the necessary information and now I'm wondering,0
"We could try that new approach, couldn't we, if...",0
"She's usually more reliable than this, isn't she, so I wonder...",0
about the help I was just,0
"That new Italian restaurant downtown is amazing, don't you think?",1
"We're supposed to submit the report by noon, right?",1
"She's taken over the project management role, hasn't she?",1
"You've seen how they handle these situations, haven't you, like that time...",0
"You must have seen the email about the changes, didn't you?",1
"This code needs to be reviewed by tomorrow, don't you thi...",0
I'm trying to find someplace to visit in town.,1
"We should probably tell the manager about this, shouldn't we, considering",0
"They've completely redesigned the website interface, haven't they?",1
Something about meeting at six o'clock and,0
The server's been acting up lately hasnt it and I think we should,0
You've seen the error logs right because there's something...,0
We could optimize this function couldnt we if we just consider,0
They're supposed to deliver the hardware today arent they unless...,0
No please.,1
You remember the previous implementation dont you when we had to,0
This should work in production shouldnt it although I'm worried that,0
"The software keeps crashing at random times, doesn't it, especially when",0
"You're going to the meeting tomorrow morning, aren't you?",1
The team's been working overtime havent they but I noticed,0
We discussed this in the meeting didnt we before everything...,0
The client approved the design didnt they though there's still,0
You can access the new API cant you or do we need to,0
She mentioned something about the database didnt she during the,0
"I've been working here for five years now, haven't I?",1
"The new coffee machine works so much better, doesn't it?",1
"These requirements weren't in the original scope, were they?",1
"You're thinking what I'm thinking, aren't you.",1
"The client will be happy with these changes, won't they?",1
"We should probably start the deployment now, shouldn't we?",1
"They've fixed all the major bugs already, haven't they.",1
The performance metrics look good dont they except for when...,0
We should have enough bandwidth shouldnt we assuming that,0
"The documentation needs updating, doesn't it?",1
"You'll be attending the workshop next week, won't you!",1
going to Don Pasquale and I need to figure out the best route but,0
"no, i dont mind any",1
They've updated their requirements havent they which means...,0
This feature was working yesterday wasnt it until someone,0
You're familiar with the codebase arent you because I need...,0
"This new framework is much more efficient, isn't it?",1
"We've already discussed this in the standup, haven't we.",1
The tests are passing now arent they but I'm,0
We could implement this solution couldnt we provided that...,0
They're planning to refactor this module arent they once the,0
"The deadline seems pretty tight, doesn't it?",1
Do they have a website or--,0
"They're planning to merge these branches soon, aren't they?",1
"You've backed up the database already, haven't you.",1
"The new UI looks much cleaner now, doesn't it!",1
The security audit looks promising doesnt it however there's...,0
"We should implement these security patches first, shouldn't we?",1
"We'll definitely need more developers for this sprint, won't we",1
"The server's been acting up lately, hasn't it, and I think we should...",0
"I KNOW you've seen this movie before, haven't you",1
"You've seen the error logs, right, because there's something...",0
"That's really impressive how you handled the meeting, wasn't it",1
"Signing off, bye bye! Everything's set for tomorrow's meeting.",1
No. Just give me your best recommendation.,1
the client seems happy doesnt she though Im wondering if,0
the temperature dropped quite a bit didnt it,1
weve seen this pattern before havent we whenever the,0
they should arrive soon shouldnt they assuming that,0
the system normally works fine doesnt it but lately,0
theyve changed the schedule again havent they,1
the wifi seems faster today isnt it,1
these documents need signing dont they unless we decide to,0
youve heard about the merger havent you because apparently,0
that jacket looks perfect on you doesnt it,1
Maybe there is one but i think it uhm,0
were all thinking the same thing arent we,1
the bus usually comes on time doesnt it,1
"Not sure, maybe around",0
youve backed up your data havent you,1
we could start the project now couldnt we if we just,0
the concert was absolutely worth it wasnt it,1
these files need to be encrypted dont they,1
the new policy takes effect next month doesnt it,1
we should order pizza for dinner shall we,1
The package will be delivered between 1:00 PM and 3:00 PM today.,1
where did everyone save those files from the presentation that we,0
he usually brings his lunch doesnt he except when,0
you must be tired after that long flight arent you,1
thats what they told us wasnt it but then I heard,0
theres no way to fix this anymore is there,1
thinking about the party size and whether to include,0
the movie starts at seven oclock right,1
everyone loves chocolate cake dont they,1
youll need your passport for this trip wont you,1
Are there any with free wifi available?,1
the cats already had breakfast hasnt she,1
we could try that approach couldnt we since the current,0
the client preferred the first design didnt they although now,0
